CountryName,CountryCode,Date,StringencyIndex
South Africa,ZAF,2020-03-06,5
Zimbabwe,ZWE,2020-03-06,0
Taiwan,TWN,2020-03-06,33
Afghanistan,AFG,2020-03-07,43
Angola,AGO,2020-03-07,14
Argentina,ARG,2020-03-07,14
Australia,AUS,2020-03-07,29
Austria,AUT,2020-03-07,14
Belgium,BEL,2020-03-07,19
Bulgaria,BGR,2020-03-07,29
Belize,BLZ,2020-03-07,14
Bermuda,BMU,2020-03-07,0
Bolivia,BOL,2020-03-07,0
Brazil,BRA,2020-03-07,14
Barbados,BRB,2020-03-07,0
Botswana,BWA,2020-03-07,19
Canada,CAN,2020-03-07,5
Switzerland,CHE,2020-03-07,24
Chile,CHL,2020-03-07,0
China,CHN,2020-03-07,71
Democratic Republic of Congo,COD,2020-03-07,10
Colombia,COL,2020-03-07,24
Costa Rica,CRI,2020-03-07,0
Czech Republic,CZE,2020-03-07,24
Germany,DEU,2020-03-07,29
Dominican Republic,DOM,2020-03-07,14
Algeria,DZA,2020-03-07,0
Ecuador,ECU,2020-03-07,19
Spain,ESP,2020-03-07,14
Finland,FIN,2020-03-07,14
France,FRA,2020-03-07,43
United Kingdom,GBR,2020-03-07,14
Greece,GRC,2020-03-07,14
Guatemala,GTM,2020-03-07,24
Guyana,GUY,2020-03-07,5
Hong Kong,HKG,2020-03-07,67
Honduras,HND,2020-03-07,14
Croatia,HRV,2020-03-07,29
Hungary,HUN,2020-03-07,14
Indonesia,IDN,2020-03-07,38
India,IND,2020-03-07,48
Ireland,IRL,2020-03-07,14
Iran,IRN,2020-03-07,67
Iraq,IRQ,2020-03-07,57
Iceland,ISL,2020-03-07,5
Israel,ISR,2020-03-07,38
Italy,ITA,2020-03-07,67
Jordan,JOR,2020-03-07,14
Japan,JPN,2020-03-07,57
Kazakhstan,KAZ,2020-03-07,0
Kenya,KEN,2020-03-07,19
South Korea,KOR,2020-03-07,60
Sri Lanka,LKA,2020-03-07,33
Macao,MAC,2020-03-07,62
Mexico,MEX,2020-03-07,29
Myanmar,MMR,2020-03-07,19
Malaysia,MYS,2020-03-07,33
Nigeria,NGA,2020-03-07,5
Nicaragua,NIC,2020-03-07,0
Netherlands,NLD,2020-03-07,5
Norway,NOR,2020-03-07,0
New Zealand,NZL,2020-03-07,29
Pakistan,PAK,2020-03-07,29
Panama,PAN,2020-03-07,19
Papua New Guinea,PNG,2020-03-07,29
Poland,POL,2020-03-07,14
Portugal,PRT,2020-03-07,0
Qatar,QAT,2020-03-07,43
Romania,ROU,2020-03-07,24
Russia,RUS,2020-03-07,29
Singapore,SGP,2020-03-07,33
El Salvador,SLV,2020-03-07,29
Serbia,SRB,2020-03-07,19
Slovak Republic,SVK,2020-03-07,0
Slovenia,SVN,2020-03-07,24
Sweden,SWE,2020-03-07,0
Syria,SYR,2020-03-07,5
Thailand,THA,2020-03-07,24
Tanzania,TZA,2020-03-07,0
Uganda,UGA,2020-03-07,24
Ukraine,UKR,2020-03-07,52
United States,USA,2020-03-07,19
Venezuela,VEN,2020-03-07,7
Vietnam,VNM,2020-03-07,52
South Africa,ZAF,2020-03-07,12
Zimbabwe,ZWE,2020-03-07,0
Taiwan,TWN,2020-03-07,33
Afghanistan,AFG,2020-03-08,43
Angola,AGO,2020-03-08,14
Argentina,ARG,2020-03-08,14
Australia,AUS,2020-03-08,29
Austria,AUT,2020-03-08,14
Belgium,BEL,2020-03-08,19
Bulgaria,BGR,2020-03-08,33
Belize,BLZ,2020-03-08,14
Bermuda,BMU,2020-03-08,0
Bolivia,BOL,2020-03-08,0
Brazil,BRA,2020-03-08,14
Barbados,BRB,2020-03-08,0
Botswana,BWA,2020-03-08,19
Canada,CAN,2020-03-08,5
Switzerland,CHE,2020-03-08,24
Chile,CHL,2020-03-08,0
China,CHN,2020-03-08,71
Democratic Republic of Congo,COD,2020-03-08,10
Colombia,COL,2020-03-08,24
Costa Rica,CRI,2020-03-08,0
Czech Republic,CZE,2020-03-08,24
Germany,DEU,2020-03-08,29
Dominican Republic,DOM,2020-03-08,14
Algeria,DZA,2020-03-08,0
Ecuador,ECU,2020-03-08,19
Spain,ESP,2020-03-08,14
Finland,FIN,2020-03-08,14
France,FRA,2020-03-08,43
United Kingdom,GBR,2020-03-08,14
Greece,GRC,2020-03-08,14
Guatemala,GTM,2020-03-08,24
Guyana,GUY,2020-03-08,5
Hong Kong,HKG,2020-03-08,67
Honduras,HND,2020-03-08,14
Croatia,HRV,2020-03-08,29
Hungary,HUN,2020-03-08,14
Indonesia,IDN,2020-03-08,38
India,IND,2020-03-08,48
Ireland,IRL,2020-03-08,14
Iran,IRN,2020-03-08,67
Iraq,IRQ,2020-03-08,57
Iceland,ISL,2020-03-08,5
Israel,ISR,2020-03-08,38
Italy,ITA,2020-03-08,67
Jordan,JOR,2020-03-08,14
Japan,JPN,2020-03-08,57
Kazakhstan,KAZ,2020-03-08,0
Kenya,KEN,2020-03-08,19
South Korea,KOR,2020-03-08,60
Sri Lanka,LKA,2020-03-08,33
Macao,MAC,2020-03-08,62
Mexico,MEX,2020-03-08,29
Myanmar,MMR,2020-03-08,19
Malaysia,MYS,2020-03-08,29
Nigeria,NGA,2020-03-08,5
Nicaragua,NIC,2020-03-08,0
Netherlands,NLD,2020-03-08,5
Norway,NOR,2020-03-08,0
New Zealand,NZL,2020-03-08,29
Pakistan,PAK,2020-03-08,29
Panama,PAN,2020-03-08,19
Papua New Guinea,PNG,2020-03-08,29
Poland,POL,2020-03-08,14
Portugal,PRT,2020-03-08,0
Qatar,QAT,2020-03-08,43
Romania,ROU,2020-03-08,38
Russia,RUS,2020-03-08,29
Singapore,SGP,2020-03-08,33
El Salvador,SLV,2020-03-08,29
Serbia,SRB,2020-03-08,19
Slovak Republic,SVK,2020-03-08,0
Slovenia,SVN,2020-03-08,10
Sweden,SWE,2020-03-08,0
Syria,SYR,2020-03-08,24
Thailand,THA,2020-03-08,24
Tanzania,TZA,2020-03-08,0
Uganda,UGA,2020-03-08,24
Ukraine,UKR,2020-03-08,52
United States,USA,2020-03-08,19
Venezuela,VEN,2020-03-08,7
Vietnam,VNM,2020-03-08,52
South Africa,ZAF,2020-03-08,12
Zimbabwe,ZWE,2020-03-08,0
Taiwan,TWN,2020-03-08,33
Afghanistan,AFG,2020-03-09,43
Angola,AGO,2020-03-09,14
Argentina,ARG,2020-03-09,14
Australia,AUS,2020-03-09,29
Austria,AUT,2020-03-09,29
Belgium,BEL,2020-03-09,19
Bulgaria,BGR,2020-03-09,33
Belize,BLZ,2020-03-09,14
Bermuda,BMU,2020-03-09,0
Bolivia,BOL,2020-03-09,0
Brazil,BRA,2020-03-09,14
Barbados,BRB,2020-03-09,0
Botswana,BWA,2020-03-09,19
Canada,CAN,2020-03-09,5
Switzerland,CHE,2020-03-09,24
Chile,CHL,2020-03-09,0
China,CHN,2020-03-09,71
Democratic Republic of Congo,COD,2020-03-09,10
Colombia,COL,2020-03-09,24
Costa Rica,CRI,2020-03-09,14
Czech Republic,CZE,2020-03-09,24
Germany,DEU,2020-03-09,29
Dominican Republic,DOM,2020-03-09,24
Algeria,DZA,2020-03-09,0
Ecuador,ECU,2020-03-09,19
Spain,ESP,2020-03-09,38
Finland,FIN,2020-03-09,14
France,FRA,2020-03-09,43
United Kingdom,GBR,2020-03-09,14
Greece,GRC,2020-03-09,29
Guatemala,GTM,2020-03-09,24
Guyana,GUY,2020-03-09,5
Hong Kong,HKG,2020-03-09,67
Honduras,HND,2020-03-09,14
Croatia,HRV,2020-03-09,33
Hungary,HUN,2020-03-09,29
Indonesia,IDN,2020-03-09,38
India,IND,2020-03-09,48
Ireland,IRL,2020-03-09,24
Iran,IRN,2020-03-09,67
Iraq,IRQ,2020-03-09,57
Iceland,ISL,2020-03-09,5
Israel,ISR,2020-03-09,38
Italy,ITA,2020-03-09,71
Jordan,JOR,2020-03-09,14
Japan,JPN,2020-03-09,62
Kazakhstan,KAZ,2020-03-09,0
Kenya,KEN,2020-03-09,19
South Korea,KOR,2020-03-09,60
Sri Lanka,LKA,2020-03-09,33
Macao,MAC,2020-03-09,62
Mexico,MEX,2020-03-09,29
Myanmar,MMR,2020-03-09,19
Malaysia,MYS,2020-03-09,29
Nigeria,NGA,2020-03-09,5
Nicaragua,NIC,2020-03-09,0
Netherlands,NLD,2020-03-09,12
Norway,NOR,2020-03-09,0
New Zealand,NZL,2020-03-09,29
Pakistan,PAK,2020-03-09,29
Panama,PAN,2020-03-09,19
Papua New Guinea,PNG,2020-03-09,29
Poland,POL,2020-03-09,19
Portugal,PRT,2020-03-09,0
Qatar,QAT,2020-03-09,43
Romania,ROU,2020-03-09,38
Russia,RUS,2020-03-09,29
Singapore,SGP,2020-03-09,33
El Salvador,SLV,2020-03-09,29
Serbia,SRB,2020-03-09,19
Slovak Republic,SVK,2020-03-09,19
Slovenia,SVN,2020-03-09,24
Sweden,SWE,2020-03-09,14
Syria,SYR,2020-03-09,24
Thailand,THA,2020-03-09,24
Tanzania,TZA,2020-03-09,0
Uganda,UGA,2020-03-09,24
Ukraine,UKR,2020-03-09,52
United States,USA,2020-03-09,19
Venezuela,VEN,2020-03-09,7
Vietnam,VNM,2020-03-09,52
South Africa,ZAF,2020-03-09,12
Zimbabwe,ZWE,2020-03-09,0
Taiwan,TWN,2020-03-09,33
Afghanistan,AFG,2020-03-10,43
Angola,AGO,2020-03-10,14
Argentina,ARG,2020-03-10,14
Australia,AUS,2020-03-10,29
Austria,AUT,2020-03-10,29
Belgium,BEL,2020-03-10,29
Bulgaria,BGR,2020-03-10,33
Belize,BLZ,2020-03-10,14
Bermuda,BMU,2020-03-10,0
Bolivia,BOL,2020-03-10,0
Brazil,BRA,2020-03-10,14
Barbados,BRB,2020-03-10,0
Botswana,BWA,2020-03-10,19
Canada,CAN,2020-03-10,5
Switzerland,CHE,2020-03-10,24
Chile,CHL,2020-03-10,0
China,CHN,2020-03-10,71
Democratic Republic of Congo,COD,2020-03-10,10
Colombia,COL,2020-03-10,24
Costa Rica,CRI,2020-03-10,29
Czech Republic,CZE,2020-03-10,24
Germany,DEU,2020-03-10,29
Denmark,DNK,2020-03-10,24
Dominican Republic,DOM,2020-03-10,24
Algeria,DZA,2020-03-10,0
Ecuador,ECU,2020-03-10,19
Spain,ESP,2020-03-10,62
Finland,FIN,2020-03-10,14
France,FRA,2020-03-10,43
United Kingdom,GBR,2020-03-10,14
Greece,GRC,2020-03-10,29
Guatemala,GTM,2020-03-10,33
Guyana,GUY,2020-03-10,5
Hong Kong,HKG,2020-03-10,67
Honduras,HND,2020-03-10,14
Croatia,HRV,2020-03-10,33
Hungary,HUN,2020-03-10,29
Indonesia,IDN,2020-03-10,38
India,IND,2020-03-10,48
Ireland,IRL,2020-03-10,24
Iran,IRN,2020-03-10,67
Iraq,IRQ,2020-03-10,67
Iceland,ISL,2020-03-10,5
Israel,ISR,2020-03-10,38
Italy,ITA,2020-03-10,71
Jordan,JOR,2020-03-10,29
Japan,JPN,2020-03-10,62
Kazakhstan,KAZ,2020-03-10,0
Kenya,KEN,2020-03-10,19
South Korea,KOR,2020-03-10,60
Sri Lanka,LKA,2020-03-10,33
Macao,MAC,2020-03-10,62
Mexico,MEX,2020-03-10,29
Myanmar,MMR,2020-03-10,19
Malaysia,MYS,2020-03-10,29
Nigeria,NGA,2020-03-10,5
Nicaragua,NIC,2020-03-10,0
Netherlands,NLD,2020-03-10,21
Norway,NOR,2020-03-10,0
New Zealand,NZL,2020-03-10,29
Pakistan,PAK,2020-03-10,29
Panama,PAN,2020-03-10,19
Papua New Guinea,PNG,2020-03-10,29
Poland,POL,2020-03-10,33
Portugal,PRT,2020-03-10,29
Qatar,QAT,2020-03-10,57
Romania,ROU,2020-03-10,38
Russia,RUS,2020-03-10,29
Singapore,SGP,2020-03-10,33
El Salvador,SLV,2020-03-10,29
Serbia,SRB,2020-03-10,29
Slovak Republic,SVK,2020-03-10,33
Slovenia,SVN,2020-03-10,29
Sweden,SWE,2020-03-10,14
Syria,SYR,2020-03-10,24
Thailand,THA,2020-03-10,33
Tanzania,TZA,2020-03-10,0
Uganda,UGA,2020-03-10,24
Ukraine,UKR,2020-03-10,52
United States,USA,2020-03-10,19
Venezuela,VEN,2020-03-10,7
Vietnam,VNM,2020-03-10,52
South Africa,ZAF,2020-03-10,12
Zimbabwe,ZWE,2020-03-10,0
Taiwan,TWN,2020-03-10,33
Afghanistan,AFG,2020-03-11,43
Angola,AGO,2020-03-11,14
Argentina,ARG,2020-03-11,24
Australia,AUS,2020-03-11,29
Austria,AUT,2020-03-11,43
Belgium,BEL,2020-03-11,29
Bulgaria,BGR,2020-03-11,33
Belize,BLZ,2020-03-11,19
Bermuda,BMU,2020-03-11,0
Bolivia,BOL,2020-03-11,0
Brazil,BRA,2020-03-11,14
Barbados,BRB,2020-03-11,0
Botswana,BWA,2020-03-11,19
Canada,CAN,2020-03-11,5
Switzerland,CHE,2020-03-11,24
Chile,CHL,2020-03-11,0
China,CHN,2020-03-11,71
Democratic Republic of Congo,COD,2020-03-11,10
Colombia,COL,2020-03-11,24
Costa Rica,CRI,2020-03-11,43
Czech Republic,CZE,2020-03-11,52
Germany,DEU,2020-03-11,29
Denmark,DNK,2020-03-11,38
Dominican Republic,DOM,2020-03-11,14
Algeria,DZA,2020-03-11,0
Ecuador,ECU,2020-03-11,19
Spain,ESP,2020-03-11,62
Finland,FIN,2020-03-11,14
France,FRA,2020-03-11,43
United Kingdom,GBR,2020-03-11,14
Greece,GRC,2020-03-11,43
Guatemala,GTM,2020-03-11,33
Guyana,GUY,2020-03-11,33
Hong Kong,HKG,2020-03-11,67
Honduras,HND,2020-03-11,14
Croatia,HRV,2020-03-11,38
Hungary,HUN,2020-03-11,62
Indonesia,IDN,2020-03-11,33
India,IND,2020-03-11,48
Ireland,IRL,2020-03-11,24
Iran,IRN,2020-03-11,67
Iraq,IRQ,2020-03-11,67
Iceland,ISL,2020-03-11,5
Israel,ISR,2020-03-11,38
Italy,ITA,2020-03-11,81
Jordan,JOR,2020-03-11,29
Japan,JPN,2020-03-11,62
Kazakhstan,KAZ,2020-03-11,0
Kenya,KEN,2020-03-11,19
South Korea,KOR,2020-03-11,60
Sri Lanka,LKA,2020-03-11,33
Macao,MAC,2020-03-11,62
Mexico,MEX,2020-03-11,29
Myanmar,MMR,2020-03-11,19
Malaysia,MYS,2020-03-11,29
Nigeria,NGA,2020-03-11,5
Nicaragua,NIC,2020-03-11,0
Netherlands,NLD,2020-03-11,21
Norway,NOR,2020-03-11,0
New Zealand,NZL,2020-03-11,29
Pakistan,PAK,2020-03-11,29
Panama,PAN,2020-03-11,19
Papua New Guinea,PNG,2020-03-11,29
Poland,POL,2020-03-11,33
Portugal,PRT,2020-03-11,29
Qatar,QAT,2020-03-11,57
Romania,ROU,2020-03-11,52
Russia,RUS,2020-03-11,29
Singapore,SGP,2020-03-11,33
El Salvador,SLV,2020-03-11,43
Serbia,SRB,2020-03-11,43
Slovak Republic,SVK,2020-03-11,33
Sweden,SWE,2020-03-11,14
Syria,SYR,2020-03-11,24
Thailand,THA,2020-03-11,33
Tanzania,TZA,2020-03-11,0
Uganda,UGA,2020-03-11,24
Ukraine,UKR,2020-03-11,81
United States,USA,2020-03-11,19
Venezuela,VEN,2020-03-11,7
Vietnam,VNM,2020-03-11,52
South Africa,ZAF,2020-03-11,12
Zimbabwe,ZWE,2020-03-11,0
Taiwan,TWN,2020-03-11,33
Afghanistan,AFG,2020-03-12,43
Angola,AGO,2020-03-12,14
Argentina,ARG,2020-03-12,24
Australia,AUS,2020-03-12,29
Austria,AUT,2020-03-12,67
Belgium,BEL,2020-03-12,29
Bulgaria,BGR,2020-03-12,33
Belize,BLZ,2020-03-12,19
Bermuda,BMU,2020-03-12,0
Bolivia,BOL,2020-03-12,14
Brazil,BRA,2020-03-12,33
Barbados,BRB,2020-03-12,0
Botswana,BWA,2020-03-12,19
Canada,CAN,2020-03-12,33
Switzerland,CHE,2020-03-12,24
Chile,CHL,2020-03-12,0
China,CHN,2020-03-12,67
Democratic Republic of Congo,COD,2020-03-12,10
Colombia,COL,2020-03-12,24
Costa Rica,CRI,2020-03-12,43
Czech Republic,CZE,2020-03-12,52
Germany,DEU,2020-03-12,29
Denmark,DNK,2020-03-12,38
Dominican Republic,DOM,2020-03-12,14
Algeria,DZA,2020-03-12,19
Ecuador,ECU,2020-03-12,19
Spain,ESP,2020-03-12,62
Finland,FIN,2020-03-12,33
France,FRA,2020-03-12,43
United Kingdom,GBR,2020-03-12,14
Greece,GRC,2020-03-12,43
Guatemala,GTM,2020-03-12,38
Guyana,GUY,2020-03-12,33
Hong Kong,HKG,2020-03-12,67
Honduras,HND,2020-03-12,14
Croatia,HRV,2020-03-12,43
Hungary,HUN,2020-03-12,62
Indonesia,IDN,2020-03-12,33
India,IND,2020-03-12,48
Ireland,IRL,2020-03-12,24
Iran,IRN,2020-03-12,67
Iraq,IRQ,2020-03-12,67
Iceland,ISL,2020-03-12,5
Israel,ISR,2020-03-12,38
Italy,ITA,2020-03-12,90
Jordan,JOR,2020-03-12,29
Japan,JPN,2020-03-12,62
Kazakhstan,KAZ,2020-03-12,14
Kenya,KEN,2020-03-12,19
South Korea,KOR,2020-03-12,60
Sri Lanka,LKA,2020-03-12,33
Macao,MAC,2020-03-12,62
Mexico,MEX,2020-03-12,33
Myanmar,MMR,2020-03-12,33
Malaysia,MYS,2020-03-12,43
Nigeria,NGA,2020-03-12,5
Nicaragua,NIC,2020-03-12,0
Netherlands,NLD,2020-03-12,48
Norway,NOR,2020-03-12,45
New Zealand,NZL,2020-03-12,29
Pakistan,PAK,2020-03-12,29
Panama,PAN,2020-03-12,33
Papua New Guinea,PNG,2020-03-12,29
Poland,POL,2020-03-12,57
Portugal,PRT,2020-03-12,29
Qatar,QAT,2020-03-12,57
Romania,ROU,2020-03-12,71
Russia,RUS,2020-03-12,29
Singapore,SGP,2020-03-12,33
El Salvador,SLV,2020-03-12,43
Serbia,SRB,2020-03-12,43
Slovak Republic,SVK,2020-03-12,52
Slovenia,SVN,2020-03-12,38
Sweden,SWE,2020-03-12,29
Syria,SYR,2020-03-12,24
Thailand,THA,2020-03-12,33
Turkey,TUR,2020-03-12,0
Tanzania,TZA,2020-03-12,0
Uganda,UGA,2020-03-12,24
Ukraine,UKR,2020-03-12,95
United States,USA,2020-03-12,29
Venezuela,VEN,2020-03-12,7
Vietnam,VNM,2020-03-12,52
South Africa,ZAF,2020-03-12,19
Zimbabwe,ZWE,2020-03-12,0
Taiwan,TWN,2020-03-12,33
Afghanistan,AFG,2020-03-13,43
Angola,AGO,2020-03-13,14
Argentina,ARG,2020-03-13,38
Australia,AUS,2020-03-13,29
Austria,AUT,2020-03-13,76
Belgium,BEL,2020-03-13,38
Bulgaria,BGR,2020-03-13,71
Belize,BLZ,2020-03-13,24
Bermuda,BMU,2020-03-13,0
Bolivia,BOL,2020-03-13,36
Brazil,BRA,2020-03-13,48
Barbados,BRB,2020-03-13,0
Botswana,BWA,2020-03-13,19
Canada,CAN,2020-03-13,33
Switzerland,CHE,2020-03-13,62
Chile,CHL,2020-03-13,0
China,CHN,2020-03-13,67
Democratic Republic of Congo,COD,2020-03-13,10
Colombia,COL,2020-03-13,24
Costa Rica,CRI,2020-03-13,43
Czech Republic,CZE,2020-03-13,52
Germany,DEU,2020-03-13,38
Denmark,DNK,2020-03-13,67
Dominican Republic,DOM,2020-03-13,14
Algeria,DZA,2020-03-13,19
Ecuador,ECU,2020-03-13,19
Spain,ESP,2020-03-13,62
Finland,FIN,2020-03-13,33
France,FRA,2020-03-13,43
United Kingdom,GBR,2020-03-13,14
Greece,GRC,2020-03-13,43
Guatemala,GTM,2020-03-13,38
Guyana,GUY,2020-03-13,33
Hong Kong,HKG,2020-03-13,67
Honduras,HND,2020-03-13,43
Croatia,HRV,2020-03-13,52
Hungary,HUN,2020-03-13,62
Indonesia,IDN,2020-03-13,52
India,IND,2020-03-13,48
Ireland,IRL,2020-03-13,24
Iran,IRN,2020-03-13,71
Iraq,IRQ,2020-03-13,76
Iceland,ISL,2020-03-13,19
Israel,ISR,2020-03-13,52
Italy,ITA,2020-03-13,90
Jordan,JOR,2020-03-13,29
Japan,JPN,2020-03-13,62
Kazakhstan,KAZ,2020-03-13,24
Kenya,KEN,2020-03-13,33
South Korea,KOR,2020-03-13,60
Sri Lanka,LKA,2020-03-13,48
Macao,MAC,2020-03-13,62
Mexico,MEX,2020-03-13,33
Myanmar,MMR,2020-03-13,33
Malaysia,MYS,2020-03-13,43
Nigeria,NGA,2020-03-13,5
Nicaragua,NIC,2020-03-13,0
Netherlands,NLD,2020-03-13,48
Norway,NOR,2020-03-13,45
New Zealand,NZL,2020-03-13,29
Pakistan,PAK,2020-03-13,52
Panama,PAN,2020-03-13,95
Papua New Guinea,PNG,2020-03-13,29
Poland,POL,2020-03-13,57
Portugal,PRT,2020-03-13,29
Qatar,QAT,2020-03-13,57
Romania,ROU,2020-03-13,71
Russia,RUS,2020-03-13,38
Singapore,SGP,2020-03-13,38
El Salvador,SLV,2020-03-13,43
Serbia,SRB,2020-03-13,52
Slovak Republic,SVK,2020-03-13,52
Sweden,SWE,2020-03-13,29
Syria,SYR,2020-03-13,24
Thailand,THA,2020-03-13,33
Turkey,TUR,2020-03-13,0
Tanzania,TZA,2020-03-13,0
Uganda,UGA,2020-03-13,24
Ukraine,UKR,2020-03-13,95
United States,USA,2020-03-13,29
Venezuela,VEN,2020-03-13,7
Vietnam,VNM,2020-03-13,52
South Africa,ZAF,2020-03-13,19
Zimbabwe,ZWE,2020-03-13,0
Taiwan,TWN,2020-03-13,33
Afghanistan,AFG,2020-03-14,48
Angola,AGO,2020-03-14,14
Argentina,ARG,2020-03-14,38
Australia,AUS,2020-03-14,29
Austria,AUT,2020-03-14,76
Belgium,BEL,2020-03-14,62
Bulgaria,BGR,2020-03-14,71
Belize,BLZ,2020-03-14,24
Bermuda,BMU,2020-03-14,0
Bolivia,BOL,2020-03-14,50
Brazil,BRA,2020-03-14,48
Barbados,BRB,2020-03-14,0
Botswana,BWA,2020-03-14,19
Canada,CAN,2020-03-14,33
Switzerland,CHE,2020-03-14,62
Chile,CHL,2020-03-14,14
China,CHN,2020-03-14,67
Democratic Republic of Congo,COD,2020-03-14,10
Colombia,COL,2020-03-14,24
Costa Rica,CRI,2020-03-14,43
Czech Republic,CZE,2020-03-14,62
Germany,DEU,2020-03-14,38
Denmark,DNK,2020-03-14,67
Dominican Republic,DOM,2020-03-14,14
Algeria,DZA,2020-03-14,19
Ecuador,ECU,2020-03-14,19
Spain,ESP,2020-03-14,76
Finland,FIN,2020-03-14,33
France,FRA,2020-03-14,52
United Kingdom,GBR,2020-03-14,14
Greece,GRC,2020-03-14,43
Guatemala,GTM,2020-03-14,38
Guyana,GUY,2020-03-14,33
Hong Kong,HKG,2020-03-14,67
Honduras,HND,2020-03-14,43
Croatia,HRV,2020-03-14,62
Hungary,HUN,2020-03-14,62
Indonesia,IDN,2020-03-14,52
India,IND,2020-03-14,48
Ireland,IRL,2020-03-14,24
Iran,IRN,2020-03-14,71
Iraq,IRQ,2020-03-14,76
Iceland,ISL,2020-03-14,19
Israel,ISR,2020-03-14,52
Italy,ITA,2020-03-14,90
Jordan,JOR,2020-03-14,29
Japan,JPN,2020-03-14,62
Kazakhstan,KAZ,2020-03-14,24
Kenya,KEN,2020-03-14,33
South Korea,KOR,2020-03-14,60
Sri Lanka,LKA,2020-03-14,62
Macao,MAC,2020-03-14,62
Mexico,MEX,2020-03-14,62
Myanmar,MMR,2020-03-14,33
Malaysia,MYS,2020-03-14,29
Nigeria,NGA,2020-03-14,5
Nicaragua,NIC,2020-03-14,0
Netherlands,NLD,2020-03-14,48
Norway,NOR,2020-03-14,55
New Zealand,NZL,2020-03-14,29
Pakistan,PAK,2020-03-14,52
Panama,PAN,2020-03-14,95
Papua New Guinea,PNG,2020-03-14,29
Poland,POL,2020-03-14,57
Portugal,PRT,2020-03-14,29
Qatar,QAT,2020-03-14,57
Romania,ROU,2020-03-14,71
Russia,RUS,2020-03-14,38
Singapore,SGP,2020-03-14,38
El Salvador,SLV,2020-03-14,62
Serbia,SRB,2020-03-14,52
Slovak Republic,SVK,2020-03-14,52
Sweden,SWE,2020-03-14,29
Syria,SYR,2020-03-14,38
Thailand,THA,2020-03-14,33
Turkey,TUR,2020-03-14,0
Tanzania,TZA,2020-03-14,5
Uganda,UGA,2020-03-14,24
Ukraine,UKR,2020-03-14,95
United States,USA,2020-03-14,43
Venezuela,VEN,2020-03-14,7
Vietnam,VNM,2020-03-14,52
South Africa,ZAF,2020-03-14,19
Zimbabwe,ZWE,2020-03-14,0
Taiwan,TWN,2020-03-14,33
Afghanistan,AFG,2020-03-15,48
Angola,AGO,2020-03-15,14
Argentina,ARG,2020-03-15,38
Australia,AUS,2020-03-15,29
Austria,AUT,2020-03-15,76
Belgium,BEL,2020-03-15,62
Bulgaria,BGR,2020-03-15,71
Belize,BLZ,2020-03-15,29
Bermuda,BMU,2020-03-15,0
Bolivia,BOL,2020-03-15,50
Brazil,BRA,2020-03-15,52
Barbados,BRB,2020-03-15,0
Botswana,BWA,2020-03-15,19
Canada,CAN,2020-03-15,33
Switzerland,CHE,2020-03-15,62
Chile,CHL,2020-03-15,14
China,CHN,2020-03-15,67
Democratic Republic of Congo,COD,2020-03-15,10
Colombia,COL,2020-03-15,24
Costa Rica,CRI,2020-03-15,43
Czech Republic,CZE,2020-03-15,62
Germany,DEU,2020-03-15,38
Denmark,DNK,2020-03-15,67
Dominican Republic,DOM,2020-03-15,14
Algeria,DZA,2020-03-15,19
Ecuador,ECU,2020-03-15,29
Spain,ESP,2020-03-15,86
Finland,FIN,2020-03-15,33
France,FRA,2020-03-15,57
United Kingdom,GBR,2020-03-15,14
Greece,GRC,2020-03-15,43
Guatemala,GTM,2020-03-15,52
Guyana,GUY,2020-03-15,33
Hong Kong,HKG,2020-03-15,67
Honduras,HND,2020-03-15,43
Croatia,HRV,2020-03-15,67
Hungary,HUN,2020-03-15,62
Indonesia,IDN,2020-03-15,67
India,IND,2020-03-15,48
Ireland,IRL,2020-03-15,24
Iran,IRN,2020-03-15,71
Iraq,IRQ,2020-03-15,76
Iceland,ISL,2020-03-15,19
Israel,ISR,2020-03-15,67
Italy,ITA,2020-03-15,90
Jordan,JOR,2020-03-15,43
Japan,JPN,2020-03-15,62
Kazakhstan,KAZ,2020-03-15,24
Kenya,KEN,2020-03-15,71
South Korea,KOR,2020-03-15,60
Sri Lanka,LKA,2020-03-15,62
Macao,MAC,2020-03-15,62
Mexico,MEX,2020-03-15,33
Myanmar,MMR,2020-03-15,33
Malaysia,MYS,2020-03-15,29
Nigeria,NGA,2020-03-15,5
Nicaragua,NIC,2020-03-15,14
Netherlands,NLD,2020-03-15,67
Norway,NOR,2020-03-15,60
New Zealand,NZL,2020-03-15,29
Pakistan,PAK,2020-03-15,52
Panama,PAN,2020-03-15,95
Papua New Guinea,PNG,2020-03-15,29
Poland,POL,2020-03-15,67
Portugal,PRT,2020-03-15,29
Qatar,QAT,2020-03-15,71
Romania,ROU,2020-03-15,71
Russia,RUS,2020-03-15,38
Singapore,SGP,2020-03-15,38
El Salvador,SLV,2020-03-15,62
Serbia,SRB,2020-03-15,62
Slovak Republic,SVK,2020-03-15,52
Sweden,SWE,2020-03-15,29
Syria,SYR,2020-03-15,48
Thailand,THA,2020-03-15,38
Turkey,TUR,2020-03-15,14
Tanzania,TZA,2020-03-15,14
Uganda,UGA,2020-03-15,24
Ukraine,UKR,2020-03-15,95
United States,USA,2020-03-15,43
Venezuela,VEN,2020-03-15,21
Vietnam,VNM,2020-03-15,57
South Africa,ZAF,2020-03-15,62
Zimbabwe,ZWE,2020-03-15,0
